index,node,prompt,class_name,is_leaf,classidx
1095,n02093754,"a photo of a Border Terrier, a type of canine mammal.",Border Terrier,1,182
1096,n02002724,"a photo of a black stork, a type of bird.",black stork,1,128
1097,n02009229,"a photo of a little blue heron, a type of bird.",little blue heron,1,131
1098,n02981792,"a photo of a catamaran, a type of sailing boat.",catamaran,1,484
1099,n02105056,"a photo of a Groenendael dog, a type of canine mammal.",Groenendael dog,1,224
1100,n02112018,"a photo of a Pomeranian, a type of canine mammal.",Pomeranian,1,259
1101,n02095727,"a photo of a Welsh Terrier, a type of canine mammal.",Welsh Terrier,0,99999
1102,n02025239,"a photo of a ruddy turnstone bird, a type of bird.",ruddy turnstone bird,1,139
1103,n02113712,"a photo of a Miniature poodle, a type of dog.",Miniature poodle,1,266
1104,n02026059,"a photo of a sandpiper wading bird, a type of bird.",sandpiper wading bird,0,99999
1105,n02002556,"a photo of a white stork, a type of bird.",white stork,1,127
1106,n02093256,"a photo of a Staffordshire bull Terrier, a type of canine mammal.",Staffordshire bull Terrier,1,179
1107,n01855032,"a photo of a red-breasted merganser, a type of bird.",red-breasted merganser,1,98
1108,n02093428,"a photo of a American Staffordshire pit bull Terrier, a type of canine mammal.",American Staffordshire pit bull Terrier,1,180
1109,n02086646,"a photo of a Blenheim cavelier King Charles spaniel, a type of canine mammal.",Blenheim cavelier King Charles spaniel,1,156
1110,n02111889,"a photo of a Samoyed dog, a type of canine mammal.",Samoyed dog,1,258
1111,n02112137,"a photo of a Chow Chow dog, a type of canine mammal.",Chow Chow dog,1,260
1112,n01755581,"a photo of a eastern diamondback rattlesnake, a type of reptile.",eastern diamondback rattlesnake,1,67
1113,n01756291,"a photo of a sidewinder horned rattlesnake, a type of reptile.",sidewinder horned rattlesnake,1,68
1114,n02113023,"a photo of a Pembroke Welsh corgi, a type of dog.",Pembroke Welsh corgi,1,263
1115,n02009912,"a photo of a American great white egret, a type of bird.",American great white egret,1,132
1116,n02095570,"a photo of a Lakeland Terrier, a type of canine mammal.",Lakeland Terrier,1,189
1117,n02097047,"a photo of a miniature schnauzer, a type of canine mammal.",miniature schnauzer,1,196
1118,n02011460,"a photo of a bittern bird, a type of bird.",bittern bird,1,133
1119,n02113799,"a photo of a Standard poodle, a type of dog.",Standard poodle,1,267
1120,n02033041,"a photo of a dowitcher wading bird, a type of bird.",dowitcher wading bird,1,142
1121,n02102177,"a photo of a Welsh springer spaniel, a type of canine mammal.",Welsh springer spaniel,1,218
1122,n02108915,"a photo of a French bulldog, a type of canine mammal.",French bulldog,1,245
1123,n02086910,"a photo of a Papillon Continental Toy Spaniel, a type of canine mammal.",Papillon Continental Toy Spaniel,1,157
1124,n02105162,"a photo of a Belgian Malinois dog, a type of canine mammal.",Belgian Malinois dog,1,225
1125,n02113624,"a photo of a Toy poodle, a type of dog.",Toy poodle,1,265
1126,n01847000,"a photo of a drake duck, a type of bird.",drake duck,1,97
1127,n02097209,"a photo of a standard schnauzer, a type of canine mammal.",standard schnauzer,1,198
1128,n02108551,"a photo of a Tibetan Mastiff, a type of canine mammal.",Tibetan Mastiff,1,244
1129,n02113186,"a photo of a Cardigan Welsh corgi, a type of dog.",Cardigan Welsh corgi,1,264
1130,n04483307,"a photo of a trimaran, a type of sailing boat.",trimaran,1,871
1131,n02102040,"a photo of a English springer spaniel, a type of canine mammal.",English springer spaniel,1,217
1132,n02097130,"a photo of a giant schnauzer, a type of canine mammal.",giant schnauzer,1,197
1133,n02027492,"a photo of a red-backed sandpiper dunlin bird, a type of bird.",red-backed sandpiper dunlin bird,1,140
1134,n02095889,"a photo of a Sealyham Terrier, a type of canine mammal.",Sealyham Terrier,1,190
1135,n02028035,"a photo of a common redshank wading bird, a type of bird.",common redshank wading bird,1,141
